resourceId,name,address,code,lat,lon,total_parking,basic_fee,add_fee,add_unit_min,daily_max_fee,prk_hm,last_sync,pklt_knd,pklt_knd_nm
173522,중앙로공영주차빌딩(구),서초구 방배동 977-17,173522,37.482256883794136,126.99200894715578,50,300,300,10,0,10,2019-06-10T00:35:19.000Z,NW,노외 주차장
173528,언남문화체육센터 공영주차장(구),서초구 양재동 309-0,173528,37.473310882725535,127.04333976895477,190,300,300,10,20000,10,2023-08-16T05:44:37.000Z,NW,노외 주차장
173534,강남치매지원센터 공영주차장(구),강남구 삼성동 113-26,173534,37.5102479,127.04645828,90,400,400,5,,5,2021-08-12T01:44:25.000Z,NW,노외 주차장
173553,수서역북 공영주차장(시),강남구 수서동 735-0,173553,37.48801285,127.09994995,575,320,320,5,23000,5,2024-02-07T02:53:13.000Z,NW,노외 주차장
173573,서초역 공영주차장(구),서초구 서초동 1542-12,173573,37.49054912734386,127.00895988355705,23,250,250,5,0,5,2021-01-14T01:04:37.000Z,NW,노외 주차장
173578,난곡동제1공영주차장(舊신림3동 공영주차장)(구),관악구 신림동 626-82,173578,37.472240675639156,126.92316200138643,119,50,50,5,,5,2019-06-10T00:35:27.000Z,NW,노외 주차장
173582,언구비 공영주차장(구),서초구 반포동 741-3,173582,37.50472124589807,127.02100261580284,51,300,300,10,0,10,2023-06-26T00:44:13.000Z,NW,노외 주차장
173590,구룡공영주차빌딩(구),서초구 양재동 301-6,173590,37.47419615,127.04595546,107,300,300,10,0,10,2023-06-26T02:52:22.000Z,NW,노외 주차장
173591,천호유수지 주차장(구),강동구 천호동 329-0,173591,37.54476744368846,127.12190302278464,168,150,150,5,0,5,2023-12-22T05:27:36.000Z,NW,노외 주차장
173646,신천유수지 공영주차장(시),송파구 신천동 14-0,173646,37.52231457,127.10290327,192,260,260,5,18700,5,2024-08-09T02:28:31.000Z,NW,노외 주차장
173665,무궁화공영주차장(구),서초구 서초동 1666-17,173665,37.49237334925266,127.01678631529911,69,500,500,10,,10,2023-06-26T07:43:55.000Z,NW,노외 주차장
173673,문정근린공원(구),송파구 문정동 38-3,173673,37.48597836044625,127.12464043976877,290,150,,,,5,2024-03-21T06:28:34.000Z,NW,노외 주차장
173685,교대역동측주차장(구),서초구 서초동 1673-7,173685,37.493829492596056,127.0155112244806,32,800,800,10,30000,10,2019-06-10T00:32:17.000Z,NW,노외 주차장
173686,천호1동 주차장(구),강동구 천호동 87-26,173686,37.54460109523454,127.13661940671994,188,150,150,5,,5,2023-12-22T05:26:27.000Z,NW,노외 주차장
173696,반포둥근마을 공영주차장(구),서초구 반포동 49-8,173696,37.49992366875928,127.01044114549413,179,300,300,10,,10,2023-06-26T01:24:32.000Z,NW,노외 주차장
173698,동산마을 공영주차장(구),서초구 양재동 370-5,173698,37.4700909496288,127.04430897573002,121,500,500,10,0,10,2023-06-26T01:53:44.000Z,NW,노외 주차장
173701,서래마을공영주차장(구),서초구 반포동 90-7,173701,37.49709401963188,126.99875514653581,78,150,150,5,0,5,2023-06-26T01:56:15.000Z,NW,노외 주차장
173740,천호3동 주차장(구),강동구 천호동 167-195,173740,37.53889239295557,127.13321885090936,187,150,150,5,,5,2023-12-22T05:26:48.000Z,NW,노외 주차장
173749,방이동 공영주차장(구),송파구 방이동 52-1,173749,37.513752701429596,127.11376834488755,131,150,150,5,0,5,2019-06-10T00:32:39.000Z,NW,노외 주차장
173750,명일동 주차장(구),강동구 명일동 312-250,173750,37.55088357847414,127.14288710061504,241,250,250,5,,5,2023-12-22T05:28:01.000Z,NW,노외 주차장
173752,복정역 공영주차장(시),송파구 장지동 600-2,173752,37.47005293,127.1277329,362,170,170,5,12200,5,2023-12-29T00:59:30.000Z,NW,노외 주차장
173754,아시아공원(구),송파구 잠실동 84-0,173754,37.508760112,127.086688703,113,250,,,,5,2024-03-21T06:30:42.000Z,NW,노외 주차장
173759,온조대왕 문화체육관옆(구),강동구 고덕동 300-0,173759,37.562655341,127.161373564,27,150,150,5,0,5,2019-06-10T00:32:40.000Z,NW,노외 주차장
173776,가락 1공영주차장(구),송파구 가락동 98-1,173776,37.49442481,127.11884506,48,250,250,5,,5,2023-09-12T08:39:09.000Z,NW,노외 주차장
173810,일원1동(기계식)(구),강남구 일원동 684-8,173810,37.48948318449804,127.08174421234884,68,100,100,5,,5,2020-07-08T09:31:12.000Z,NW,노외 주차장
173821,마천동2(건축물식)(구),송파구 마천동 364-5,173821,37.494368131963526,127.15617932858794,114,50,,,,5,2024-03-21T05:35:27.000Z,NW,노외 주차장
173828,남산한옥마을 공영주차장(시),중구 필동2가 83-1,173828,37.56005799,126.99316078,16,430,430,5,30900,5,2023-12-29T00:56:13.000Z,NW,노외 주차장
173831,도봉산 공영주차장(시),도봉구 도봉동 282-26,173831,37.6876442,127.04066026,135,170,170,5,12200,5,2023-12-29T01:34:44.000Z,NW,노외 주차장
173840,볕우물 공영주차장(시),강동구 암사동 473-3,173840,37.55237413,127.13512275,97,130,130,5,9300,5,2023-12-29T01:06:12.000Z,NW,노외 주차장
173860,개운산(구),성북구 종암동 54-182,173860,37.596855983955884,127.02631258904142,11,900,300,10,10000,30,2019-06-10T00:32:56.000Z,NW,노외 주차장
173864,필동 공영주차장(구),중구 필동3가 62-12,173864,37.5566088253037,126.995873750714,47,200,200,5,0,5,2025-05-13T07:45:26.000Z,NW,노외 주차장
173867,천호역 공영주차장(시),강동구 천호동 455-0,173867,37.53849749,127.12512853,1431,260,260,5,18700,5,2024-01-02T03:06:56.000Z,NW,노외 주차장
173870,삼전동(건축물식)(구),송파구 삼전동 175-8,173870,37.50024540515659,127.09587652621711,196,50,,,,5,2024-03-21T05:55:47.000Z,NW,노외 주차장
173874,안말 주차장(구),강동구 성내동 512-0,173874,37.53141552460825,127.12990312600331,169,150,150,5,,5,2023-12-22T05:26:10.000Z,NW,노외 주차장
173877,송파동(건축물식)(구),송파구 송파동 128-0,173877,37.507025996075384,127.11336624717322,83,50,,,,5,2024-03-21T06:06:22.000Z,NW,노외 주차장
173880,석촌고분(구),송파구 석촌동 248-0,173880,37.50184979290309,127.10228096832498,61,50,,,,5,2024-03-21T07:05:51.000Z,NW,노외 주차장
173885,가락 2공영주차장(구),송파구 가락동 80-2,173885,37.49483782,127.11962395,84,250,250,5,,5,2025-04-09T06:59:54.000Z,NW,노외 주차장
173886,거여동(기계식)(구),송파구 거여동 33-16,173886,37.49227702,127.15038338,123,50,50,5,,5,2024-03-21T06:08:44.000Z,NW,노외 주차장
173890,풍납2(구),송파구 풍납동 175-0,173890,37.53603143407389,127.11606159983728,80,50,50,5,,5,2025-05-12T07:03:01.000Z,NW,노외 주차장
173891,풍납1(구),송파구 풍납동 154-0,173891,37.535485140326315,127.12027698638119,46,50,50,5,,5,2024-03-21T06:11:12.000Z,NW,노외 주차장
1759454,공유) 대방동주민센터(8~22구간)(구),동작구 대방동 466-67,1759454,37.50734501382205,126.92625550548452,1,1200,600,30,0,60,2022-01-07T01:59:14.000Z,NS,노상 주차장
1759511,공유) 동작도서관(06~10구간)(구),동작구 노량진동 329-3,1759511,37.506422116899984,126.94186846006012,1,600,600,30,0,30,2022-01-14T07:53:37.000Z,NS,노상 주차장
1759512,공유) 동작도서관(01~05구간)(구),동작구 노량진동 329-3,1759512,37.506422116899984,126.94186846006012,1,600,600,30,0,30,2022-01-14T07:53:05.000Z,NS,노상 주차장
1759514,공유) 동작도서관(16~19구간)(구),동작구 노량진동 329-3,1759514,37.506422116899984,126.94186846006012,1,600,600,30,0,30,2022-01-14T08:14:49.000Z,NS,노상 주차장
1759517,공유) 동작도서관(22~26구간)(구),동작구 노량진동 329-3,1759517,37.506422116899984,126.94186846006012,1,600,600,30,0,30,2022-01-14T08:05:36.000Z,NS,노상 주차장
1759628,공유) 등용로(구),동작구 대방동 23-2,1759628,37.503854669,126.923890324,1,1200,600,30,0,60,2022-01-06T07:44:14.000Z,NS,노상 주차장
1759666,공유) 서울공고(93~94구간)(구),동작구 대방동 466-10,1759666,37.50272190797911,126.92672242770593,1,1200,600,30,0,60,2022-01-12T09:36:23.000Z,NS,노상 주차장
1759668,공유) 서울공고(95~99구간)(구),동작구 대방동 466-10,1759668,37.50272190797911,126.92672242770593,1,1200,600,30,0,60,2022-01-12T09:36:12.000Z,NS,노상 주차장
